,Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
2115,Rhondda Cynon Taf,2020-01-20,0,0,0.0,0,0
2116,Rhondda Cynon Taf,2020-01-19,0,0,0.0,0,0
2117,Rhondda Cynon Taf,2020-01-18,0,0,0.0,0,0
2118,Rhondda Cynon Taf,2020-01-17,0,0,0.0,0,0
2119,Rhondda Cynon Taf,2020-01-16,0,0,0.0,0,0
2120,Rhondda Cynon Taf,2020-01-15,0,0,0.0,0,0
2121,Rhondda Cynon Taf,2020-01-14,0,0,0.0,0,0
2122,Rhondda Cynon Taf,2020-01-13,0,0,0.0,0,0
2123,Rhondda Cynon Taf,2020-01-12,0,0,0.0,0,0
2124,Rhondda Cynon Taf,2020-01-11,0,0,0.0,0,0
2125,Rhondda Cynon Taf,2020-01-10,0,0,0.0,0,0
2126,Rhondda Cynon Taf,2020-01-09,0,0,0.0,0,0
2127,Rhondda Cynon Taf,2020-01-08,0,0,0.0,0,0
2128,Swansea,2020-04-28,0,1019,413.40000000000003,0,2816
2129,Swansea,2020-04-27,0,1019,413.40000000000003,1,2816
2130,Swansea,2020-04-26,10,1019,413.40000000000003,41,2815
2131,Swansea,2020-04-25,9,1009,409.40000000000003,50,2774
2132,Swansea,2020-04-24,34,1000,405.70000000000005,137,2724
2133,Swansea,2020-04-23,35,966,391.90000000000003,150,2587
2134,Swansea,2020-04-22,29,931,377.70000000000005,96,2437
2135,Swansea,2020-04-21,33,902,366.0,110,2341
2136,Swansea,2020-04-20,16,869,352.6,71,2231
2137,Swansea,2020-04-19,27,853,346.1,66,2160
2138,Swansea,2020-04-18,26,826,335.1,58,2094
2139,Swansea,2020-04-17,37,800,324.6,111,2036
2140,Swansea,2020-04-16,43,763,309.6,89,1925
2141,Swansea,2020-04-15,47,720,292.1,108,1836
2142,Swansea,2020-04-14,27,673,273.1,53,1728
2143,Swansea,2020-04-13,35,646,262.1,65,1675
2144,Swansea,2020-04-12,41,611,247.9,80,1610
2145,Swansea,2020-04-11,22,570,231.3,61,1530
2146,Swansea,2020-04-10,42,548,222.3,80,1469
2147,Swansea,2020-04-09,48,506,205.3,117,1389
2148,Swansea,2020-04-08,53,458,185.8,107,1272
2149,Swansea,2020-04-07,39,405,164.3,86,1165
2150,Swansea,2020-04-06,46,366,148.5,84,1079
2151,Swansea,2020-04-05,28,320,129.8,51,995
2152,Swansea,2020-04-04,38,292,118.5,81,944
2153,Swansea,2020-04-03,43,254,103.10000000000001,83,863
2154,Swansea,2020-04-02,27,211,85.60000000000001,68,780
2155,Swansea,2020-04-01,25,184,74.7,68,712
2156,Swansea,2020-03-31,17,159,64.5,55,644
2157,Swansea,2020-03-30,29,142,57.6,62,589
2158,Swansea,2020-03-29,12,113,45.800000000000004,34,527
2159,Swansea,2020-03-28,8,101,41.0,27,493
2160,Swansea,2020-03-27,15,93,37.7,45,466
2161,Swansea,2020-03-26,9,78,31.6,43,421
2162,Swansea,2020-03-25,10,69,28.0,44,378
2163,Swansea,2020-03-24,13,59,23.900000000000002,49,334
2164,Swansea,2020-03-23,9,46,18.7,41,285
2165,Swansea,2020-03-22,5,37,15.0,29,244
2166,Swansea,2020-03-21,2,32,13.0,27,215
2167,Swansea,2020-03-20,4,30,12.200000000000001,26,188
2168,Swansea,2020-03-19,4,26,10.5,30,162
2169,Swansea,2020-03-18,2,22,8.9,16,132
2170,Swansea,2020-03-17,17,20,8.1,104,116
2171,Swansea,2020-03-16,0,3,1.2000000000000002,0,12
2172,Swansea,2020-03-15,1,3,1.2000000000000002,1,12
2173,Swansea,2020-03-14,0,2,0.8,0,11
2174,Swansea,2020-03-13,0,2,0.8,0,11
2175,Swansea,2020-03-12,2,2,0.8,2,11
2176,Swansea,2020-03-11,0,0,0.0,0,9
2177,Swansea,2020-03-10,0,0,0.0,0,9
2178,Swansea,2020-03-09,0,0,0.0,0,9
2179,Swansea,2020-03-08,0,0,0.0,0,9
2180,Swansea,2020-03-07,0,0,0.0,0,9
2181,Swansea,2020-03-06,0,0,0.0,0,9
2182,Swansea,2020-03-05,0,0,0.0,0,9
2183,Swansea,2020-03-04,0,0,0.0,0,9
2184,Swansea,2020-03-03,0,0,0.0,0,9
2185,Swansea,2020-03-02,0,0,0.0,0,9
2186,Swansea,2020-03-01,0,0,0.0,0,9
2187,Swansea,2020-02-29,0,0,0.0,0,9
2188,Swansea,2020-02-28,0,0,0.0,0,9
2189,Swansea,2020-02-27,0,0,0.0,0,9
2190,Swansea,2020-02-26,0,0,0.0,0,9
2191,Swansea,2020-02-25,0,0,0.0,0,9
2192,Swansea,2020-02-24,0,0,0.0,0,9
2193,Swansea,2020-02-23,0,0,0.0,5,9
2194,Swansea,2020-02-22,0,0,0.0,0,4
2195,Swansea,2020-02-21,0,0,0.0,0,4
2196,Swansea,2020-02-20,0,0,0.0,1,4
2197,Swansea,2020-02-19,0,0,0.0,0,3
2198,Swansea,2020-02-18,0,0,0.0,0,3
2199,Swansea,2020-02-17,0,0,0.0,1,3
2200,Swansea,2020-02-16,0,0,0.0,0,2
2201,Swansea,2020-02-15,0,0,0.0,0,2
2202,Swansea,2020-02-14,0,0,0.0,0,2
2203,Swansea,2020-02-13,0,0,0.0,0,2
2204,Swansea,2020-02-12,0,0,0.0,0,2
2205,Swansea,2020-02-11,0,0,0.0,0,2
2206,Swansea,2020-02-10,0,0,0.0,0,2
2207,Swansea,2020-02-09,0,0,0.0,0,2
2208,Swansea,2020-02-08,0,0,0.0,0,2
2209,Swansea,2020-02-07,0,0,0.0,0,2
2210,Swansea,2020-02-06,0,0,0.0,0,2
2211,Swansea,2020-02-05,0,0,0.0,0,2
2212,Swansea,2020-02-04,0,0,0.0,0,2
2213,Swansea,2020-02-03,0,0,0.0,0,2
2214,Swansea,2020-02-02,0,0,0.0,0,2
2215,Swansea,2020-02-01,0,0,0.0,0,2
2216,Swansea,2020-01-31,0,0,0.0,0,2
2217,Swansea,2020-01-30,0,0,0.0,0,2
2218,Swansea,2020-01-29,0,0,0.0,0,2
2219,Swansea,2020-01-28,0,0,0.0,0,2
2220,Swansea,2020-01-27,0,0,0.0,0,2
2221,Swansea,2020-01-26,0,0,0.0,0,2
2222,Swansea,2020-01-25,0,0,0.0,0,2
2223,Swansea,2020-01-24,0,0,0.0,0,2
2224,Swansea,2020-01-23,0,0,0.0,0,2
2225,Swansea,2020-01-22,0,0,0.0,0,2
2226,Swansea,2020-01-21,0,0,0.0,0,2
2227,Swansea,2020-01-20,0,0,0.0,1,2
2228,Swansea,2020-01-19,0,0,0.0,0,1
2229,Swansea,2020-01-18,0,0,0.0,0,1
2230,Swansea,2020-01-17,0,0,0.0,1,1
2231,Swansea,2020-01-16,0,0,0.0,0,0
2232,Swansea,2020-01-15,0,0,0.0,0,0
2233,Swansea,2020-01-14,0,0,0.0,0,0
2234,Swansea,2020-01-13,0,0,0.0,0,0
2235,Swansea,2020-01-12,0,0,0.0,0,0
2236,Swansea,2020-01-11,0,0,0.0,0,0
2237,Swansea,2020-01-10,0,0,0.0,0,0
2238,Swansea,2020-01-09,0,0,0.0,0,0
2239,Swansea,2020-01-08,0,0,0.0,0,0
2240,Torfaen,2020-04-28,0,295,317.0,0,789
2241,Torfaen,2020-04-27,0,295,317.0,0,789
2242,Torfaen,2020-04-26,0,295,317.0,3,789
2243,Torfaen,2020-04-25,1,295,317.0,12,786
2244,Torfaen,2020-04-24,6,294,316.0,24,774
2245,Torfaen,2020-04-23,3,288,309.5,19,750
2246,Torfaen,2020-04-22,1,285,306.3,17,731
2247,Torfaen,2020-04-21,4,284,305.2,24,714
2248,Torfaen,2020-04-20,3,280,300.90000000000003,23,690
2249,Torfaen,2020-04-19,2,277,297.7,9,667
2250,Torfaen,2020-04-18,5,275,295.5,19,658
2251,Torfaen,2020-04-17,5,270,290.2,15,639
2252,Torfaen,2020-04-16,11,265,284.8,35,624
2253,Torfaen,2020-04-15,12,254,273.0,28,589
2254,Torfaen,2020-04-14,8,242,260.1,25,561
2255,Torfaen,2020-04-13,2,234,251.5,15,536
2256,Torfaen,2020-04-12,0,232,249.3,5,521
2257,Torfaen,2020-04-11,5,232,249.3,16,516
2258,Torfaen,2020-04-10,8,227,244.0,24,500
2259,Torfaen,2020-04-09,6,219,235.4,14,476
2260,Torfaen,2020-04-08,12,213,228.9,24,462
2261,Torfaen,2020-04-07,5,201,216.0,16,438
2262,Torfaen,2020-04-06,22,196,210.60000000000002,37,422
2263,Torfaen,2020-04-05,8,174,187.0,13,385
2264,Torfaen,2020-04-04,10,166,178.4,19,372
2265,Torfaen,2020-04-03,10,156,167.70000000000002,22,353
2266,Torfaen,2020-04-02,13,146,156.9,29,331
2267,Torfaen,2020-04-01,16,133,142.9,28,302
2268,Torfaen,2020-03-31,7,117,125.7,18,274
2269,Torfaen,2020-03-30,20,110,118.2,34,256
2270,Torfaen,2020-03-29,9,90,96.7,15,222
2271,Torfaen,2020-03-28,6,81,87.10000000000001,11,207
2272,Torfaen,2020-03-27,8,75,80.60000000000001,15,196
2273,Torfaen,2020-03-26,9,67,72.0,22,181
2274,Torfaen,2020-03-25,9,58,62.300000000000004,20,159
2275,Torfaen,2020-03-24,7,49,52.7,22,139
2276,Torfaen,2020-03-23,14,42,45.1,27,117
2277,Torfaen,2020-03-22,5,28,30.1,10,90
2278,Torfaen,2020-03-21,2,23,24.700000000000003,17,80
2279,Torfaen,2020-03-20,5,21,22.6,16,63
2280,Torfaen,2020-03-19,7,16,17.2,17,47
2281,Torfaen,2020-03-18,3,9,9.700000000000001,10,30
2282,Torfaen,2020-03-17,5,6,6.4,19,20
2283,Torfaen,2020-03-16,1,1,1.1,1,1
2284,Torfaen,2020-03-15,0,0,0.0,0,0
2285,Torfaen,2020-03-14,0,0,0.0,0,0
2286,Torfaen,2020-03-13,0,0,0.0,0,0
2287,Torfaen,2020-03-12,0,0,0.0,0,0
2288,Torfaen,2020-03-11,0,0,0.0,0,0
2289,Torfaen,2020-03-10,0,0,0.0,0,0
2290,Torfaen,2020-03-09,0,0,0.0,0,0
2291,Torfaen,2020-03-08,0,0,0.0,0,0
2292,Torfaen,2020-03-07,0,0,0.0,0,0
2293,Torfaen,2020-03-06,0,0,0.0,0,0
2294,Torfaen,2020-03-05,0,0,0.0,0,0
2295,Torfaen,2020-03-04,0,0,0.0,0,0
2296,Torfaen,2020-03-03,0,0,0.0,0,0
2297,Torfaen,2020-03-02,0,0,0.0,0,0
2298,Torfaen,2020-03-01,0,0,0.0,0,0
2299,Torfaen,2020-02-29,0,0,0.0,0,0
2300,Torfaen,2020-02-28,0,0,0.0,0,0
2301,Torfaen,2020-02-27,0,0,0.0,0,0
2302,Torfaen,2020-02-26,0,0,0.0,0,0
2303,Torfaen,2020-02-25,0,0,0.0,0,0
2304,Torfaen,2020-02-24,0,0,0.0,0,0
2305,Torfaen,2020-02-23,0,0,0.0,0,0
2306,Torfaen,2020-02-22,0,0,0.0,0,0
2307,Torfaen,2020-02-21,0,0,0.0,0,0
2308,Torfaen,2020-02-20,0,0,0.0,0,0
2309,Torfaen,2020-02-19,0,0,0.0,0,0
2310,Torfaen,2020-02-18,0,0,0.0,0,0
2311,Torfaen,2020-02-17,0,0,0.0,0,0
2312,Torfaen,2020-02-16,0,0,0.0,0,0
2313,Torfaen,2020-02-15,0,0,0.0,0,0
2314,Torfaen,2020-02-14,0,0,0.0,0,0
2315,Torfaen,2020-02-13,0,0,0.0,0,0
2316,Torfaen,2020-02-12,0,0,0.0,0,0
2317,Torfaen,2020-02-11,0,0,0.0,0,0
2318,Torfaen,2020-02-10,0,0,0.0,0,0
2319,Torfaen,2020-02-09,0,0,0.0,0,0
2320,Torfaen,2020-02-08,0,0,0.0,0,0
2321,Torfaen,2020-02-07,0,0,0.0,0,0
2322,Torfaen,2020-02-06,0,0,0.0,0,0
2323,Torfaen,2020-02-05,0,0,0.0,0,0
2324,Torfaen,2020-02-04,0,0,0.0,0,0
2325,Torfaen,2020-02-03,0,0,0.0,0,0
2326,Torfaen,2020-02-02,0,0,0.0,0,0
2327,Torfaen,2020-02-01,0,0,0.0,0,0
2328,Torfaen,2020-01-31,0,0,0.0,0,0
2329,Torfaen,2020-01-30,0,0,0.0,0,0
2330,Torfaen,2020-01-29,0,0,0.0,0,0
2331,Torfaen,2020-01-28,0,0,0.0,0,0
2332,Torfaen,2020-01-27,0,0,0.0,0,0
2333,Torfaen,2020-01-26,0,0,0.0,0,0
2334,Torfaen,2020-01-25,0,0,0.0,0,0
2335,Torfaen,2020-01-24,0,0,0.0,0,0
2336,Torfaen,2020-01-23,0,0,0.0,0,0
2337,Torfaen,2020-01-22,0,0,0.0,0,0
2338,Torfaen,2020-01-21,0,0,0.0,0,0
2339,Torfaen,2020-01-20,0,0,0.0,0,0
2340,Torfaen,2020-01-19,0,0,0.0,0,0
2341,Torfaen,2020-01-18,0,0,0.0,0,0
2342,Torfaen,2020-01-17,0,0,0.0,0,0
2343,Torfaen,2020-01-16,0,0,0.0,0,0
2344,Torfaen,2020-01-15,0,0,0.0,0,0
2345,Torfaen,2020-01-14,0,0,0.0,0,0
2346,Torfaen,2020-01-13,0,0,0.0,0,0
2347,Torfaen,2020-01-12,0,0,0.0,0,0
2348,Torfaen,2020-01-11,0,0,0.0,0,0
2349,Torfaen,2020-01-10,0,0,0.0,0,0
2350,Torfaen,2020-01-09,0,0,0.0,0,0
2351,Torfaen,2020-01-08,0,0,0.0,0,0
2352,Unknown,2020-04-28,0,79,,0,1549
2353,Unknown,2020-04-27,0,79,,0,1549
2354,Unknown,2020-04-26,0,79,,5,1549
2355,Unknown,2020-04-25,0,79,,10,1544
2356,Unknown,2020-04-24,3,79,,31,1534
2357,Unknown,2020-04-23,0,76,,34,1503
2358,Unknown,2020-04-22,1,76,,16,1469
2359,Unknown,2020-04-21,2,75,,11,1453
2360,Unknown,2020-04-20,2,73,,20,1442
2361,Unknown,2020-04-19,3,71,,8,1422
2362,Unknown,2020-04-18,4,68,,12,1414
2363,Unknown,2020-04-17,1,64,,7,1402
2364,Unknown,2020-04-16,0,63,,13,1395
2365,Unknown,2020-04-15,3,63,,10,1382
2366,Unknown,2020-04-14,5,60,,20,1372
2367,Unknown,2020-04-13,3,55,,10,1352
2368,Unknown,2020-04-12,3,52,,12,1342
2369,Unknown,2020-04-11,0,49,,6,1330
2370,Unknown,2020-04-10,6,49,,17,1324
2371,Unknown,2020-04-09,1,43,,14,1307
2372,Unknown,2020-04-08,1,42,,20,1293
2373,Unknown,2020-04-07,2,41,,19,1273
2374,Unknown,2020-04-06,1,39,,14,1254
2375,Unknown,2020-04-05,1,38,,5,1240
2376,Unknown,2020-04-04,1,37,,14,1235
2377,Unknown,2020-04-03,5,36,,30,1221
2378,Unknown,2020-04-02,1,31,,36,1191
2379,Unknown,2020-04-01,3,30,,42,1155
2380,Unknown,2020-03-31,2,27,,30,1113
2381,Unknown,2020-03-30,4,25,,35,1083
2382,Unknown,2020-03-29,1,21,,20,1048
2383,Unknown,2020-03-28,0,20,,18,1028
2384,Unknown,2020-03-27,5,20,,41,1010
2385,Unknown,2020-03-26,2,15,,35,969
2386,Unknown,2020-03-25,5,13,,53,934
2387,Unknown,2020-03-24,5,8,,38,881
2388,Unknown,2020-03-23,1,3,,28,843
2389,Unknown,2020-03-22,0,2,,13,815
2390,Unknown,2020-03-21,0,2,,7,802
2391,Unknown,2020-03-20,0,2,,18,795
2392,Unknown,2020-03-19,0,2,,18,777
2393,Unknown,2020-03-18,1,2,,13,759
2394,Unknown,2020-03-17,1,1,,743,746
2395,Unknown,2020-03-16,0,0,,0,3
2396,Unknown,2020-03-15,0,0,,0,3
2397,Unknown,2020-03-14,0,0,,0,3
2398,Unknown,2020-03-13,0,0,,0,3
2399,Unknown,2020-03-12,0,0,,0,3
2400,Unknown,2020-03-11,0,0,,0,3
2401,Unknown,2020-03-10,0,0,,0,3
2402,Unknown,2020-03-09,0,0,,0,3
2403,Unknown,2020-03-08,0,0,,0,3
2404,Unknown,2020-03-07,0,0,,0,3
2405,Unknown,2020-03-06,0,0,,0,3
2406,Unknown,2020-03-05,0,0,,0,3
2407,Unknown,2020-03-04,0,0,,0,3
2408,Unknown,2020-03-03,0,0,,0,3
2409,Unknown,2020-03-02,0,0,,0,3
2410,Unknown,2020-03-01,0,0,,1,3
2411,Unknown,2020-02-29,0,0,,0,2
2412,Unknown,2020-02-28,0,0,,0,2
2413,Unknown,2020-02-27,0,0,,0,2
2414,Unknown,2020-02-26,0,0,,0,2
2415,Unknown,2020-02-25,0,0,,0,2
2416,Unknown,2020-02-24,0,0,,1,2
2417,Unknown,2020-02-23,0,0,,0,1
2418,Unknown,2020-02-22,0,0,,0,1
2419,Unknown,2020-02-21,0,0,,0,1
2420,Unknown,2020-02-20,0,0,,0,1
2421,Unknown,2020-02-19,0,0,,0,1
2422,Unknown,2020-02-18,0,0,,0,1
2423,Unknown,2020-02-17,0,0,,0,1
2424,Unknown,2020-02-16,0,0,,0,1
2425,Unknown,2020-02-15,0,0,,0,1
2426,Unknown,2020-02-14,0,0,,0,1
2427,Unknown,2020-02-13,0,0,,1,1
2428,Unknown,2020-02-12,0,0,,0,0
2429,Unknown,2020-02-11,0,0,,0,0
2430,Unknown,2020-02-10,0,0,,0,0
2431,Unknown,2020-02-09,0,0,,0,0
2432,Unknown,2020-02-08,0,0,,0,0
2433,Unknown,2020-02-07,0,0,,0,0
2434,Unknown,2020-02-06,0,0,,0,0
2435,Unknown,2020-02-05,0,0,,0,0
2436,Unknown,2020-02-04,0,0,,0,0
2437,Unknown,2020-02-03,0,0,,0,0
2438,Unknown,2020-02-02,0,0,,0,0
2439,Unknown,2020-02-01,0,0,,0,0
2440,Unknown,2020-01-31,0,0,,0,0
2441,Unknown,2020-01-30,0,0,,0,0
2442,Unknown,2020-01-29,0,0,,0,0
2443,Unknown,2020-01-28,0,0,,0,0
2444,Unknown,2020-01-27,0,0,,0,0
2445,Unknown,2020-01-26,0,0,,0,0
2446,Unknown,2020-01-25,0,0,,0,0
2447,Unknown,2020-01-24,0,0,,0,0
2448,Unknown,2020-01-23,0,0,,0,0
2449,Unknown,2020-01-22,0,0,,0,0
2450,Unknown,2020-01-21,0,0,,0,0
2451,Unknown,2020-01-20,0,0,,0,0
2452,Unknown,2020-01-19,0,0,,0,0
2453,Unknown,2020-01-18,0,0,,0,0
2454,Unknown,2020-01-17,0,0,,0,0
2455,Unknown,2020-01-16,0,0,,0,0
2456,Unknown,2020-01-15,0,0,,0,0
2457,Unknown,2020-01-14,0,0,,0,0
2458,Unknown,2020-01-13,0,0,,0,0
2459,Unknown,2020-01-12,0,0,,0,0
2460,Unknown,2020-01-11,0,0,,0,0
2461,Unknown,2020-01-10,0,0,,0,0
2462,Unknown,2020-01-09,0,0,,0,0
2463,Unknown,2020-01-08,0,0,,0,0
2464,Vale of Glamorgan,2020-04-28,0,507,383.6,0,1682
2465,Vale of Glamorgan,2020-04-27,0,507,383.6,2,1682
2466,Vale of Glamorgan,2020-04-26,6,507,383.6,25,1680
2467,Vale of Glamorgan,2020-04-25,6,501,379.1,23,1655
2468,Vale of Glamorgan,2020-04-24,14,495,374.5,81,1632
2469,Vale of Glamorgan,2020-04-23,8,481,363.90000000000003,51,1551
2470,Vale of Glamorgan,2020-04-22,8,473,357.90000000000003,36,1500
2471,Vale of Glamorgan,2020-04-21,14,465,351.8,58,1464
2472,Vale of Glamorgan,2020-04-20,12,451,341.20000000000005,46,1406
2473,Vale of Glamorgan,2020-04-19,14,439,332.20000000000005,37,1360
2474,Vale of Glamorgan,2020-04-18,7,425,321.6,47,1323
2475,Vale of Glamorgan,2020-04-17,11,418,316.3,57,1276
2476,Vale of Glamorgan,2020-04-16,12,407,307.90000000000003,49,1219
2477,Vale of Glamorgan,2020-04-15,18,395,298.90000000000003,55,1170
2478,Vale of Glamorgan,2020-04-14,19,377,285.2,52,1115
2479,Vale of Glamorgan,2020-04-13,12,358,270.90000000000003,35,1063
2480,Vale of Glamorgan,2020-04-12,16,346,261.8,30,1028
2481,Vale of Glamorgan,2020-04-11,8,330,249.70000000000002,28,998
2482,Vale of Glamorgan,2020-04-10,17,322,243.60000000000002,39,970
2483,Vale of Glamorgan,2020-04-09,26,305,230.8,49,931
2484,Vale of Glamorgan,2020-04-08,14,279,211.10000000000002,56,882
2485,Vale of Glamorgan,2020-04-07,22,265,200.5,48,826
2486,Vale of Glamorgan,2020-04-06,27,243,183.9,59,778
2487,Vale of Glamorgan,2020-04-05,19,216,163.4,33,719
2488,Vale of Glamorgan,2020-04-04,16,197,149.1,33,686
2489,Vale of Glamorgan,2020-04-03,13,181,137.0,40,653
2490,Vale of Glamorgan,2020-04-02,19,168,127.10000000000001,49,613
2491,Vale of Glamorgan,2020-04-01,18,149,112.7,52,564
2492,Vale of Glamorgan,2020-03-31,14,131,99.10000000000001,49,512
2493,Vale of Glamorgan,2020-03-30,18,117,88.5,44,463
2494,Vale of Glamorgan,2020-03-29,11,99,74.9,39,419
2495,Vale of Glamorgan,2020-03-28,18,88,66.60000000000001,37,380
2496,Vale of Glamorgan,2020-03-27,9,70,53.0,37,343
2497,Vale of Glamorgan,2020-03-26,17,61,46.2,48,306
2498,Vale of Glamorgan,2020-03-25,10,44,33.300000000000004,30,258
2499,Vale of Glamorgan,2020-03-24,17,34,25.700000000000003,70,228
2500,Vale of Glamorgan,2020-03-23,5,17,12.9,27,158
2501,Vale of Glamorgan,2020-03-22,1,12,9.1,13,131
2502,Vale of Glamorgan,2020-03-21,5,11,8.3,25,118
2503,Vale of Glamorgan,2020-03-20,1,6,4.5,25,93
2504,Vale of Glamorgan,2020-03-19,2,5,3.8000000000000003,17,68
2505,Vale of Glamorgan,2020-03-18,2,3,2.3000000000000003,7,51
2506,Vale of Glamorgan,2020-03-17,1,1,0.8,42,44
2507,Vale of Glamorgan,2020-03-16,0,0,0.0,0,2
2508,Vale of Glamorgan,2020-03-15,0,0,0.0,0,2
2509,Vale of Glamorgan,2020-03-14,0,0,0.0,0,2
2510,Vale of Glamorgan,2020-03-13,0,0,0.0,0,2
2511,Vale of Glamorgan,2020-03-12,0,0,0.0,0,2
2512,Vale of Glamorgan,2020-03-11,0,0,0.0,1,2
2513,Vale of Glamorgan,2020-03-10,0,0,0.0,0,1
2514,Vale of Glamorgan,2020-03-09,0,0,0.0,0,1
2515,Vale of Glamorgan,2020-03-08,0,0,0.0,0,1
2516,Vale of Glamorgan,2020-03-07,0,0,0.0,0,1
2517,Vale of Glamorgan,2020-03-06,0,0,0.0,0,1
2518,Vale of Glamorgan,2020-03-05,0,0,0.0,0,1
2519,Vale of Glamorgan,2020-03-04,0,0,0.0,0,1
2520,Vale of Glamorgan,2020-03-03,0,0,0.0,0,1
2521,Vale of Glamorgan,2020-03-02,0,0,0.0,0,1
2522,Vale of Glamorgan,2020-03-01,0,0,0.0,0,1
2523,Vale of Glamorgan,2020-02-29,0,0,0.0,0,1
2524,Vale of Glamorgan,2020-02-28,0,0,0.0,0,1
2525,Vale of Glamorgan,2020-02-27,0,0,0.0,0,1
2526,Vale of Glamorgan,2020-02-26,0,0,0.0,0,1
2527,Vale of Glamorgan,2020-02-25,0,0,0.0,0,1
2528,Vale of Glamorgan,2020-02-24,0,0,0.0,0,1
2529,Vale of Glamorgan,2020-02-23,0,0,0.0,0,1
2530,Vale of Glamorgan,2020-02-22,0,0,0.0,0,1
2531,Vale of Glamorgan,2020-02-21,0,0,0.0,0,1
2532,Vale of Glamorgan,2020-02-20,0,0,0.0,0,1
2533,Vale of Glamorgan,2020-02-19,0,0,0.0,0,1
2534,Vale of Glamorgan,2020-02-18,0,0,0.0,0,1
2535,Vale of Glamorgan,2020-02-17,0,0,0.0,0,1
2536,Vale of Glamorgan,2020-02-16,0,0,0.0,0,1
2537,Vale of Glamorgan,2020-02-15,0,0,0.0,0,1
2538,Vale of Glamorgan,2020-02-14,0,0,0.0,0,1
2539,Vale of Glamorgan,2020-02-13,0,0,0.0,0,1
2540,Vale of Glamorgan,2020-02-12,0,0,0.0,0,1
2541,Vale of Glamorgan,2020-02-11,0,0,0.0,0,1
2542,Vale of Glamorgan,2020-02-10,0,0,0.0,0,1
2543,Vale of Glamorgan,2020-02-09,0,0,0.0,0,1
2544,Vale of Glamorgan,2020-02-08,0,0,0.0,0,1
2545,Vale of Glamorgan,2020-02-07,0,0,0.0,0,1
2546,Vale of Glamorgan,2020-02-06,0,0,0.0,0,1
2547,Vale of Glamorgan,2020-02-05,0,0,0.0,0,1
2548,Vale of Glamorgan,2020-02-04,0,0,0.0,0,1
2549,Vale of Glamorgan,2020-02-03,0,0,0.0,0,1
2550,Vale of Glamorgan,2020-02-02,0,0,0.0,0,1
2551,Vale of Glamorgan,2020-02-01,0,0,0.0,0,1
2552,Vale of Glamorgan,2020-01-31,0,0,0.0,0,1
2553,Vale of Glamorgan,2020-01-30,0,0,0.0,0,1
2554,Vale of Glamorgan,2020-01-29,0,0,0.0,0,1
2555,Vale of Glamorgan,2020-01-28,0,0,0.0,0,1
2556,Vale of Glamorgan,2020-01-27,0,0,0.0,0,1
2557,Vale of Glamorgan,2020-01-26,0,0,0.0,0,1
2558,Vale of Glamorgan,2020-01-25,0,0,0.0,0,1
2559,Vale of Glamorgan,2020-01-24,0,0,0.0,0,1
2560,Vale of Glamorgan,2020-01-23,0,0,0.0,0,1
2561,Vale of Glamorgan,2020-01-22,0,0,0.0,0,1
2562,Vale of Glamorgan,2020-01-21,0,0,0.0,0,1
2563,Vale of Glamorgan,2020-01-20,0,0,0.0,0,1
2564,Vale of Glamorgan,2020-01-19,0,0,0.0,0,1
2565,Vale of Glamorgan,2020-01-18,0,0,0.0,0,1
2566,Vale of Glamorgan,2020-01-17,0,0,0.0,1,1
2567,Vale of Glamorgan,2020-01-16,0,0,0.0,0,0
2568,Vale of Glamorgan,2020-01-15,0,0,0.0,0,0
2569,Vale of Glamorgan,2020-01-14,0,0,0.0,0,0
2570,Vale of Glamorgan,2020-01-13,0,0,0.0,0,0
2571,Vale of Glamorgan,2020-01-12,0,0,0.0,0,0
2572,Vale of Glamorgan,2020-01-11,0,0,0.0,0,0
2573,Vale of Glamorgan,2020-01-10,0,0,0.0,0,0
2574,Vale of Glamorgan,2020-01-09,0,0,0.0,0,0
2575,Vale of Glamorgan,2020-01-08,0,0,0.0,0,0
2576,Wrexham,2020-04-28,0,230,169.0,0,836
2577,Wrexham,2020-04-27,0,230,169.0,0,836
2578,Wrexham,2020-04-26,0,230,169.0,11,836
2579,Wrexham,2020-04-25,1,230,169.0,5,825
2580,Wrexham,2020-04-24,10,229,168.20000000000002,33,820
2581,Wrexham,2020-04-23,7,219,160.9,23,787
2582,Wrexham,2020-04-22,9,212,155.70000000000002,30,764
2583,Wrexham,2020-04-21,9,203,149.1,36,734
2584,Wrexham,2020-04-20,10,194,142.5,44,698
2585,Wrexham,2020-04-19,6,184,135.20000000000002,21,654
2586,Wrexham,2020-04-18,5,178,130.8,24,633
2587,Wrexham,2020-04-17,13,173,127.10000000000001,49,609
2588,Wrexham,2020-04-16,19,160,117.5,32,560
2589,Wrexham,2020-04-15,14,141,103.60000000000001,28,528
2590,Wrexham,2020-04-14,12,127,93.30000000000001,32,500
2591,Wrexham,2020-04-13,6,115,84.5,12,468
2592,Wrexham,2020-04-12,7,109,80.10000000000001,16,456
2593,Wrexham,2020-04-11,5,102,74.9,19,440
2594,Wrexham,2020-04-10,6,97,71.3,21,421
2595,Wrexham,2020-04-09,9,91,66.8,28,400
2596,Wrexham,2020-04-08,8,82,60.2,20,372
2597,Wrexham,2020-04-07,10,74,54.400000000000006,30,352
2598,Wrexham,2020-04-06,3,64,47.0,13,322
